ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,2/265,24/11091,0.11137296657723898,0.4813360394602512,0.41840660764951854,6804/10815,2
R-HSA-9620244,Long-term potentiation,2/265,24/11091,0.11137296657723898,0.4813360394602512,0.41840660764951854,2902/1741,2
R-HSA-163685,Integration of energy metabolism,5/265,108/11091,0.11642473259708082,0.49915036002577695,0.4338919003023622,6804/775/1131/6861/3745,5
R-HSA-1483249,Inositol phosphate metabolism,3/265,50/11091,0.11682242468688397,0.49915036002577695,0.4338919003023622,55190/3635/170685,3
R-HSA-2029485,Role of phospholipids in phagocytosis,2/265,25/11091,0.11922817026865816,0.5049192566988314,0.4389065767216886,5337/6850,2
R-HSA-2672351,Stimuli-sensing channels,5/265,109/11091,0.11979289678159814,0.5049192566988314,0.4389065767216886,57578/80036/6446/285175/59341,5
R-HSA-6806834,Signaling by MET,4/265,79/11091,0.12018689753868461,0.5049192566988314,0.4389065767216886,3910/3673/10319/3914,4
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,3/265,51/11091,0.1220534320343129,0.5099121160544628,0.4432466742298733,1948/4318/284656,3
R-HSA-70263,Gluconeogenesis,2/265,26/11091,0.12721620470205794,0.5285446736792684,0.45944322838021506,226/2026,2
R-HSA-3000170,Syndecan interactions,2/265,27/11091,0.1353263012106497,0.55307270929569885,0.4807644911430977,3673/6383,2
R-HSA-354192,Integrin signaling,2/265,27/11091,0.1353263012106497,0.55307270929569885,0.4807644911430977,6850/10235,2
R-HSA-9733709,Cardiogenesis,2/265,27/11091,0.1353263012106497,0.55307270929569885,0.4807644911430977,51176/1482,2
R-HSA-418594,G alpha (i) signalling events,11/265,318/11091,0.14059252794961372,0.5714896271249164,0.4967735980467148,5582/718/3627/6387/4852/23566/3352/2912/7852/4988/1129,11
R-HSA-3295583,TRP channels,2/265,28/11091,0.14354812637650669,0.5721229948634474,0.49732415986870226,80036/59341,2
R-HSA-5621480,Dectin-2 family,2/265,28/11091,0.14354812637650669,0.5721229948634474,0.49732415986870226,6850/4585,2
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,3/265,55/11091,0.14379155057073348,0.5721229948634474,0.49732415986870226,7277/10382/7280,3
R-HSA-9824272,Somitogenesis,3/265,55/11091,0.14379155057073348,0.5721229948634474,0.49732415986870226,51176/3955/84667,3
R-HSA-216083,Integrin cell surface interactions,4/265,85/11091,0.1456286671250713,0.5763829351476506,0.501027159471852,3673/22801/1297/3679,4
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,6/265,149/11091,0.14670705751447927,0.5776110327271645,0.5020946967015245,7277/10382/57697/4137/4938/7280,6
R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,2/265,29/11091,0.15187176750979775,0.5948310894133745,0.5170634189889496,2902/1741,2
R-HSA-948021,Transport to the Golgi and subsequent modification,7/265,185/11091,0.15478293574191654,0.603092060507364,0.5242443583077729,7277/57731/10382/286/51046/7280/63908,7
R-HSA-983712,Ion channel transport,7/265,186/11091,0.15779066417964271,0.6103321163399851,0.5305378558890408,57578/80036/491/6446/285175/59341/478,7
R-HSA-2980736,Peptide hormone metabolism,4/265,88/11091,0.15907592393967696,0.6103321163399851,0.5305378558890408,6804/43/3800/3798,4
R-HSA-418346,Platelet homeostasis,4/265,88/11091,0.15907592393967696,0.6103321163399851,0.5305378558890408,6543/5138/491/6547,4
R-HSA-2424491,DAP12 signaling,2/265,30/11091,0.160287718569261,0.6109764707114058,0.5310979679616225,6850/695,2
R-HSA-1660662,Glycosphingolipid metabolism,3/265,58/11091,0.16086880478837545,0.6109764707114058,0.5310979679616225,55512/7368/2523,3
R-HSA-199977,ER to Golgi Anterograde Transport,6/265,154/11091,0.16337787239209411,0.6173877388887175,0.536671032824599,7277/57731/10382/286/7280/63908,6
R-HSA-380108,Chemokine receptors bind chemokines,3/265,59/11091,0.16669316403108805,0.626766296756891,0.5448234466489773,3627/6387/7852,3
R-HSA-1474290,Collagen formation,4/265,90/11091,0.1682862544259347,0.6296082752651885,0.5472938674967555,1303/4318/3914/1297,4
R-HSA-2132295,MHC class II antigen presentation,5/265,123/11091,0.1714382880286136,0.6381582751069881,0.5547260482103018,7277/10382/972/3798/7280,5
R-HSA-977443,GABA receptor activation,3/265,60/11091,0.17257871005604405,0.6381582751069881,0.5547260482103018,3761/3765/3768,3
R-HSA-9006936,Signaling by TGFB family members,5/265,124/11091,0.17542061382100527,0.6381582751069881,0.5547260482103018,7049/5054/50855/57530/25937,5
R-HSA-1251985,Nuclear signaling by ERBB4,2/265,32/11091,0.17736047805500066,0.6381582751069881,0.5547260482103018,6285/6387,2
R-HSA-2871796,FCERI mediated MAPK activation,2/265,32/11091,0.17736047805500066,0.6381582751069881,0.5547260482103018,2353/6850,2
R-HSA-451326,Activation of kainate receptors upon glutamate binding,2/265,32/11091,0.17736047805500066,0.6381582751069881,0.5547260482103018,2901/1741,2
R-HSA-5260271,Diseases of Immune System,2/265,32/11091,0.17736047805500066,0.6381582751069881,0.5547260482103018,7096/695,2
R-HSA-5602358,Diseases associated with the TLR signaling cascade,2/265,32/11091,0.17736047805500066,0.6381582751069881,0.5547260482103018,7096/695,2
R-HSA-8986944,Transcriptional Regulation by MECP2,3/265,62/11091,0.18452199724695714,0.6597742477022365,0.5735159683973808,627/6446/4988,3
R-HSA-2871809,FCERI mediated Ca+2 mobilization,2/265,33/11091,0.18600018685222625,0.6597742477022365,0.5735159683973808,6850/695,2
R-HSA-420092,Glucagon-type ligand receptors,2/265,33/11091,0.18600018685222625,0.6597742477022365,0.5735159683973808,7432/117,2
R-HSA-192105,Synthesis of bile acids and bile salts,2/265,34/11091,0.19469798104924343,0.6873844213569533,0.5975164133016071,8644/1645,2
R-HSA-114608,Platelet degranulation,5/265,129/11091,0.19584435266376468,0.6879091404824939,0.5979725311304992,5054/29106/7277/226/7018,5
R-HSA-913709,O-linked glycosylation of mucins,3/265,64/11091,0.1966761505368832,0.6879091404824939,0.5979725311304992,79623/4585/442117,3
R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,7/265,202/11091,0.209320861499327,0.7182131047494138,0.6243145829358707,7277/10382/3798/51560/7280/547/63908,7
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,2/265,36/11091,0.21223747873204893,0.7182131047494138,0.6243145829358707,5054/25937,2
R-HSA-168799,Neurotoxicity of clostridium toxins,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,6804,1
R-HSA-190377,FGFR2b ligand binding and activation,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,2246,1
R-HSA-193697,p75NTR regulates axonogenesis,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,84894,1
R-HSA-209968,Thyroxine biosynthesis,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,1735,1
R-HSA-399997,Acetylcholine regulates insulin secretion,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,1131,1
R-HSA-418889,Caspase activation via Dependence Receptors in the absence of ligand,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,90249,1
R-HSA-450341,Activation of the AP-1 family of transcription factors,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,2353,1
R-HSA-9757110,Prednisone ADME,1/265,10/11091,0.21489088905401343,0.7182131047494138,0.6243145829358707,1645,1
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,5/265,134/11091,0.21704837688146247,0.7222140682073441,0.6277924641052083,2353/6850/10235/7462/695,5
R-HSA-9793380,Formation of paraxial mesoderm,3/265,69/11091,0.2278400773142196,0.7343690249102176,0.6383582929300744,51176/3955/84667,3
R-HSA-9772572,Early SARS-CoV-2 Infection Events,2/265,38/11091,0.22992151718925563,0.7343690249102176,0.6383582929300744,6383/2719,2
R-HSA-1236977,Endosomal/Vacuolar pathway,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,3106,1
R-HSA-1839122,Signaling by activated point mutants of FGFR1,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-196025,Formation of annular gap junctions,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,2697,1
R-HSA-446107,Type I hemidesmosome assembly,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,3914,1
R-HSA-5625970,RHO GTPases activate KTN1,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,3798,1
R-HSA-71288,Creatine metabolism,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,2628,1
R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,627,1
R-HSA-9690406,Transcriptional regulation of testis differentiation,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,5730,1
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,29126,1
R-HSA-9845614,Sphingolipid catabolism,1/265,11/11091,0.2336666235906697,0.7343690249102176,0.6383582929300744,130367,1
R-HSA-76009,Platelet Aggregation (Plug Formation),2/265,39/11091,0.23880114437169103,0.7343690249102176,0.6383582929300744,6850/10235,2
R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,2/265,39/11091,0.23880114437169103,0.7343690249102176,0.6383582929300744,4254/51176,2
R-HSA-449147,Signaling by Interleukins,14/265,473/11091,0.24161710794268923,0.7343690249102176,0.6383582929300744,6804/3589/3600/2353/6285/4128/3627/3598/4318/3566/6850/834/3635/4988,14
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,3/265,72/11091,0.24696636972246436,0.7343690249102176,0.6383582929300744,7277/10382/7280,3
R-HSA-1839130,Signaling by activated point mutants of FGFR3,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-190873,Gap junction degradation,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,2697,1
R-HSA-2029481,FCGR activation,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,6850,1
R-HSA-2033514,FGFR3 mutant receptor activation,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-210990,PECAM1 interactions,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,3635,1
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,4137,1
R-HSA-4641265,Repression of WNT target genes,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,51176,1
R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,1141,1
R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,1141,1
R-HSA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,834,1
R-HSA-71064,Lysine catabolism,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,51268,1
R-HSA-73621,Pyrimidine catabolism,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,4907,1
R-HSA-9020558,Interleukin-2 signaling,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,6850,1
R-HSA-9827857,Specification of primordial germ cells,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,7852,1
R-HSA-9831926,Nephron development,1/265,12/11091,0.2519949940553332,0.7343690249102176,0.6383582929300744,3955,1
R-HSA-416476,G alpha (q) signalling events,7/265,216/11091,0.25886421131983245,0.7343690249102176,0.6383582929300744,1131/1128/3357/23566/10235/1910/695,7
R-HSA-1980143,Signaling by NOTCH1,3/265,74/11091,0.2598532040255168,0.7343690249102176,0.6383582929300744,92737/8788/3714,3
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,3/265,75/11091,0.26633011693483194,0.7343690249102176,0.6383582929300744,7277/10382/7280,3
R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,358,1
R-HSA-1480926,O2/CO2 exchange in erythrocytes,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,358,1
R-HSA-1483213,Synthesis of PE,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,64900,1
R-HSA-190239,FGFR3 ligand binding and activation,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-190372,FGFR3c ligand binding and activation,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-190375,FGFR2c ligand binding and activation,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-2168880,Scavenging of heme from plasma,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,4035,1
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,57167,1
R-HSA-3270619,IRF3-mediated induction of type I IFN,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,3428,1
R-HSA-419408,Lysosphingolipid and LPA receptors,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,23566,1
R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,2246,1
R-HSA-74217,Purine salvage,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,2766,1
R-HSA-75109,Triglyceride biosynthesis,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,64900,1
R-HSA-75205,Dissolution of Fibrin Clot,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,5054,1
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,6285,1
R-HSA-9768759,Regulation of NPAS4 gene expression,1/265,13/11091,0.2698866202468069,0.7343690249102176,0.6383582929300744,30818,1
R-HSA-8856828,Clathrin-mediated endocytosis,5/265,146/11091,0.2705056115693222,0.7343690249102176,0.6383582929300744,6572/9892/7018/1129/85439,5
R-HSA-1433557,Signaling by SCF-KIT,2/265,43/11091,0.2744305914175271,0.7396838879784244,0.6429782956811332,4254/4318,2
R-HSA-5362517,Signaling by Retinoic Acid,2/265,43/11091,0.2744305914175271,0.7396838879784244,0.6429782956811332,8644/1382,2
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,3/265,77/11091,0.27933919246737726,0.742572532103193,0.6454892811255359,7277/10382/7280,3
R-HSA-909733,Interferon alpha/beta signaling,3/265,77/11091,0.27933919246737726,0.742572532103193,0.6454892811255359,4938/3430/3106,3
R-HSA-8948216,Collagen chain trimerization,2/265,44/11091,0.2833384147189566,0.742572532103193,0.6454892811255359,1303/1297,2
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,4/265,113/11091,0.2847046929021457,0.742572532103193,0.6454892811255359,2353/6285/7096/695,4
R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,4/265,113/11091,0.2847046929021457,0.742572532103193,0.6454892811255359,2353/6285/7096/695,4
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,3/265,78/11091,0.28586678786890235,0.742572532103193,0.6454892811255359,4254/118788/2246,3
R-HSA-162594,Early Phase of HIV Life Cycle,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,7852,1
R-HSA-190322,FGFR4 ligand binding and activation,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,2246,1
R-HSA-5660526,Response to metal ions,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,6620,1
R-HSA-8983432,Interleukin-15 signaling,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,3600,1
R-HSA-9796292,Formation of axial mesoderm,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,51176,1
R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,1/265,14/11091,0.2873518708005707,0.742572532103193,0.6454892811255359,51176,1
R-HSA-194068,Bile acid and bile salt metabolism,2/265,45/11091,0.2922363929667283,0.7456333992452652,0.6481499733081042,8644/1645,2
R-HSA-76002,"Platelet activation, signaling and aggregation",8/265,263/11091,0.29339213619890825,0.7456333992452652,0.6481499733081042,5054/29106/7277/5582/6850/10235/226/7018,8
R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,4/265,116/11091,0.3008253843014896,0.7456333992452652,0.6481499733081042,2353/6285/7096/695,4
R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,4/265,116/11091,0.3008253843014896,0.7456333992452652,0.6481499733081042,2353/6285/7096/695,4
R-HSA-9830369,Kidney development,2/265,46/11091,0.3011199264446175,0.7456333992452652,0.6481499733081042,3955/2674,2
R-HSA-181431,Acetylcholine binding and downstream events,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,1141,1
R-HSA-2214320,Anchoring fibril formation,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,3914,1
R-HSA-2691230,Signaling by NOTCH1 HD Domain Mutants in Cancer,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,3714,1
R-HSA-2691232,Constitutive Signaling by NOTCH1 HD Domain Mutants,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,3714,1
R-HSA-4419969,Depolymerization of the Nuclear Lamina,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,64900,1
R-HSA-5099900,WNT5A-dependent internalization of FZD4,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,5582,1
R-HSA-5576893,Phase 2 - plateau phase,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,775,1
R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,2246,1
R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,1141,1
R-HSA-975577,N-Glycan antennae elongation,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,51046,1
R-HSA-9823730,Formation of definitive endoderm,1/265,15/11091,0.3044008691067771,0.7456333992452652,0.6481499733081042,7852,1
R-HSA-9663891,Selective autophagy,3/265,81/11091,0.30551532914510166,0.7459335308997287,0.6484108660256601,7277/10382/7280,3
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",2/265,48/11091,0.31882637113434475,0.7615921492592196,0.6620222909994057,6850/3635,2
R-HSA-1433559,Regulation of KIT signaling,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,4254,1
R-HSA-1834941,STING mediated induction of host immune responses,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,3428,1
R-HSA-392517,Rap1 signalling,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,10235,1
R-HSA-399956,CRMPs in Sema3A signaling,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,56896,1
R-HSA-418457,cGMP effects,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,5138,1
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,2246,1
R-HSA-75892,Platelet Adhesion to exposed collagen,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,3673,1
R-HSA-844456,The NLRP3 inflammasome,1/265,16/11091,0.3210434990893253,0.7615921492592196,0.6620222909994057,834,1
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,2/265,49/11091,0.32764117007868754,0.7713024513382317,0.6704630771011225,51560/63908,2
R-HSA-9012852,Signaling by NOTCH3,2/265,49/11091,0.32764117007868754,0.7713024513382317,0.6704630771011225,10320/3714,2
R-HSA-1502540,Signaling by Activin,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,7049,1
R-HSA-2033519,Activated point mutants of FGFR2,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,2246,1
R-HSA-2142845,Hyaluronan metabolism,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,3037,1
R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,3589,1
R-HSA-9022699,MECP2 regulates neuronal receptors and channels,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,4988,1
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,1028,1
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,1028,1
R-HSA-9754189,Germ layer formation at gastrulation,1/265,17/11091,0.3372894108492649,0.7713024513382317,0.6704630771011225,51176,1
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,3/265,86/11091,0.3383571460034175,0.7713024513382317,0.6704630771011225,5337/6850/695,3
R-HSA-2559580,Oxidative Stress Induced Senescence,4/265,124/11091,0.34423308253534046,0.7713024513382317,0.6704630771011225,2353/4217/8338/23043,4
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,2/265,51/11091,0.3451751559980003,0.7713024513382317,0.6704630771011225,5054/25937,2
R-HSA-9758941,Gastrulation,4/265,125/11091,0.3496808496987562,0.7713024513382317,0.6704630771011225,51176/3955/7852/84667,4
R-HSA-1912420,Pre-NOTCH Processing in Golgi,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,3955,1
R-HSA-209776,Metabolism of amine-derived hormones,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,1735,1
R-HSA-446353,Cell-extracellular matrix interactions,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,2318,1
R-HSA-5083625,Defective GALNT3 causes HFTC,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,4585,1
R-HSA-5083636,Defective GALNT12 causes CRCS1,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,4585,1
R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,2246,1
R-HSA-5654704,SHC-mediated cascade:FGFR3,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,2246,1
R-HSA-5654710,PI-3K cascade:FGFR3,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,2246,1
R-HSA-74259,Purine catabolism,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,4907,1
R-HSA-8964315,G beta:gamma signalling through BTK,1/265,18/11091,0.3531480261757003,0.7713024513382317,0.6704630771011225,695,1
R-HSA-383280,Nuclear Receptor transcription pathway,2/265,52/11091,0.3538874125891477,0.7713024513382317,0.6704630771011225,2104/8013,2
R-HSA-445717,Aquaporin-mediated transport,2/265,52/11091,0.3538874125891477,0.7713024513382317,0.6704630771011225,358/89872,2
R-HSA-5654736,Signaling by FGFR1,2/265,52/11091,0.3538874125891477,0.7713024513382317,0.6704630771011225,7049/2246,2
R-HSA-9658195,Leishmania infection,5/265,164/11091,0.35488118106785665,0.7713024513382317,0.6704630771011225,4907/718/6850/834/695,5
R-HSA-9824443,Parasitic Infection Pathways,5/265,164/11091,0.35488118106785665,0.7713024513382317,0.6704630771011225,4907/718/6850/834/695,5
R-HSA-1236974,ER-Phagosome pathway,3/265,90/11091,0.36457619504584815,0.7852936686496538,0.6826250955087277,7096/3106/695,3
R-HSA-390466,Chaperonin-mediated protein folding,3/265,90/11091,0.36457619504584815,0.7852936686496538,0.6826250955087277,7277/10382/7280,3
R-HSA-3928664,Ephrin signaling,1/265,19/11091,0.3686285439272976,0.7852936686496538,0.6826250955087277,1948,1
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",1/265,19/11091,0.3686285439272976,0.7852936686496538,0.6826250955087277,43,1
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,1/265,19/11091,0.3686285439272976,0.7852936686496538,0.6826250955087277,6570,1
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,1/265,19/11091,0.3686285439272976,0.7852936686496538,0.6826250955087277,4585,1
R-HSA-8851708,Signaling by FGFR2 IIIa TM,1/265,19/11091,0.3686285439272976,0.7852936686496538,0.6826250955087277,2246,1
R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,2/265,54/11091,0.3711864832082118,0.7868935769416939,0.6840158332597872,491/494513,2
R-HSA-1483206,Glycerophospholipid biosynthesis,4/265,129/11091,0.3714723667743369,0.7868935769416939,0.6840158332597872,43/5337/1103/64900,4
R-HSA-983231,Factors involved in megakaryocyte development and platelet production,5/265,168/11091,0.3739163760877321,0.7898458281403778,0.686582109847669,7277/10382/3798/7280/547,5
R-HSA-190241,FGFR2 ligand binding and activation,1/265,20/11091,0.3837399452874193,0.7993696367206076,0.6948607844393859,2246,1
R-HSA-2028269,Signaling by Hippo,1/265,20/11091,0.3837399452874193,0.7993696367206076,0.6948607844393859,25937,1
R-HSA-5654706,FRS-mediated FGFR3 signaling,1/265,20/11091,0.3837399452874193,0.7993696367206076,0.6948607844393859,2246,1
R-HSA-5654719,SHC-mediated cascade:FGFR4,1/265,20/11091,0.3837399452874193,0.7993696367206076,0.6948607844393859,2246,1
R-HSA-5654720,PI-3K cascade:FGFR4,1/265,20/11091,0.3837399452874193,0.7993696367206076,0.6948607844393859,2246,1
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,3/265,94/11091,0.3906255049908227,0.8099133961837842,0.7040260624721866,7277/10382/7280,3
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",2/265,57/11091,0.3967786454460085,0.8099133961837842,0.7040260624721866,834/22861,2
R-HSA-75893,TNF signaling,2/265,57/11091,0.3967786454460085,0.8099133961837842,0.7040260624721866,55512/7185,2
R-HSA-936837,Ion transport by P-type ATPases,2/265,57/11091,0.3967786454460085,0.8099133961837842,0.7040260624721866,491/478,2
R-HSA-5654688,SHC-mediated cascade:FGFR1,1/265,21/11091,0.3984909988958406,0.8099133961837842,0.7040260624721866,2246,1
R-HSA-5654689,PI-3K cascade:FGFR1,1/265,21/11091,0.3984909988958406,0.8099133961837842,0.7040260624721866,2246,1
R-HSA-9008059,Interleukin-37 signaling,1/265,21/11091,0.3984909988958406,0.8099133961837842,0.7040260624721866,834,1
R-HSA-9830674,Formation of the ureteric bud,1/265,21/11091,0.3984909988958406,0.8099133961837842,0.7040260624721866,2674,1
R-HSA-391251,Protein folding,3/265,96/11091,0.4035548896973473,0.8099133961837842,0.7040260624721866,7277/10382/7280,3
R-HSA-9609690,HCMV Early Events,4/265,135/11091,0.40404790946264324,0.8099133961837842,0.7040260624721866,7277/10382/8338/7280,4
R-HSA-1236394,Signaling by ERBB4,2/265,58/11091,0.4052039968980663,0.8099133961837842,0.7040260624721866,6285/6387,2
