ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-210745,Regulation of gene expression in beta cells,1/112,21/11091,0.19211473748472552,0.48076474106874095,0.43362897018023927,2308,1
R-HSA-5654688,SHC-mediated cascade:FGFR1,1/112,21/11091,0.19211473748472552,0.48076474106874095,0.43362897018023927,2246,1
R-HSA-5654689,PI-3K cascade:FGFR1,1/112,21/11091,0.19211473748472552,0.48076474106874095,0.43362897018023927,2246,1
R-HSA-140875,Common Pathway of Fibrin Clot Formation,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,57126,1
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,5788,1
R-HSA-389977,Post-chaperonin tubulin folding pathway,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,7277,1
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,5136,1
R-HSA-5365859,RA biosynthesis pathway,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,8644,1
R-HSA-5654712,FRS-mediated FGFR4 signaling,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,2246,1
R-HSA-5655332,Signaling by FGFR3 in disease,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,2246,1
R-HSA-912631,Regulation of signaling by CBL,1/112,22/11091,0.20028846371794262,0.48203395813457006,0.434773748992361,6850,1
R-HSA-73887,Death Receptor Signaling,3/112,154/11091,0.20371168653217384,0.4875128025974995,0.4397154293596783,4804/7124/84894,3
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,2/112,84/11091,0.2081377414179305,0.4875128025974995,0.4397154293596783,7124/1052,2
R-HSA-5654693,FRS-mediated FGFR1 signaling,1/112,23/11091,0.20838022377427912,0.4875128025974995,0.4397154293596783,2246,1
R-HSA-5654695,PI-3K cascade:FGFR2,1/112,23/11091,0.20838022377427912,0.4875128025974995,0.4397154293596783,2246,1
R-HSA-5654699,SHC-mediated cascade:FGFR2,1/112,23/11091,0.20838022377427912,0.4875128025974995,0.4397154293596783,2246,1
R-HSA-8956321,Nucleotide salvage,1/112,23/11091,0.20838022377427912,0.4875128025974995,0.4397154293596783,2766,1
R-HSA-418555,G alpha (s) signalling events,3/112,158/11091,0.21417410528612543,0.49706392601673355,0.4483301289383952,7434/7432/5136,3
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,1/112,24/11091,0.21639083227963563,0.49706392601673355,0.4483301289383952,25937,1
R-HSA-2980736,Peptide hormone metabolism,2/112,88/11091,0.22297609674015484,0.49706392601673355,0.4483301289383952,43/5126,2
R-HSA-2029485,Role of phospholipids in phagocytosis,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,6850,1
R-HSA-264876,Insulin processing,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,5126,1
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,7277,1
R-HSA-5357786,TNFR1-induced proapoptotic signaling,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,7124,1
R-HSA-5654700,FRS-mediated FGFR2 signaling,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,2246,1
R-HSA-5654708,Downstream signaling of activated FGFR3,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,2246,1
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,2308,1
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,6850,1
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,1/112,25/11091,0.22432109583657756,0.49706392601673355,0.4483301289383952,1029,1
R-HSA-1474290,Collagen formation,2/112,90/11091,0.2304280898428422,0.5055516103490503,0.45598565252786577,1293/3914,2
R-HSA-9660826,Purinergic signaling in leishmaniasis infection,1/112,26/11091,0.23217181310264534,0.5055516103490503,0.45598565252786577,718,1
R-HSA-9664424,Cell recruitment (pro-inflammatory response),1/112,26/11091,0.23217181310264534,0.5055516103490503,0.45598565252786577,718,1
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,1/112,26/11091,0.23217181310264534,0.5055516103490503,0.45598565252786577,9331,1
R-HSA-354192,Integrin signaling,1/112,27/11091,0.23994377486789664,0.5179902092641717,0.46720472992122636,6850,1
R-HSA-5654716,Downstream signaling of activated FGFR4,1/112,27/11091,0.23994377486789664,0.5179902092641717,0.46720472992122636,2246,1
R-HSA-170834,Signaling by TGF-beta Receptor Complex,2/112,94/11091,0.24537876748931658,0.5274594873808813,0.47574560858252557,5054/25937,2
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,1/112,28/11091,0.24763776413170668,0.5278042176196969,0.4760565403245565,7277,1
R-HSA-5621480,Dectin-2 family,1/112,28/11091,0.24763776413170668,0.5278042176196969,0.4760565403245565,6850,1
R-HSA-373080,Class B/2 (Secretin family receptors),2/112,95/11091,0.24912354355419258,0.5287305586825269,0.47689205983502997,7434/7432,2
R-HSA-5654732,Negative regulation of FGFR3 signaling,1/112,29/11091,0.25525455617882276,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-5669034,TNFs bind their physiological receptors,1/112,29/11091,0.25525455617882276,0.5306144503802215,0.47859124853798357,7293,1
R-HSA-9619483,Activation of AMPK downstream of NMDARs,1/112,29/11091,0.25525455617882276,0.5306144503802215,0.47859124853798357,7277,1
R-HSA-193704,p75 NTR receptor-mediated signalling,2/112,97/11091,0.256618612316708,0.5306144503802215,0.47859124853798357,4804/84894,2
R-HSA-201556,Signaling by ALK,1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,4613,1
R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,25937,1
R-HSA-2424491,DAP12 signaling,1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,6850,1
R-HSA-5654696,Downstream signaling of activated FGFR2,1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-8874081,MET activates PTK2 signaling,1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,3914,1
R-HSA-9674555,Signaling by CSF3 (G-CSF),1/112,30/11091,0.26279491865468374,0.5306144503802215,0.47859124853798357,6850,1
R-HSA-15869,Metabolism of nucleotides,2/112,99/11091,0.2641182917635971,0.5306144503802215,0.47859124853798357,84618/2766,2
R-HSA-1839124,FGFR1 mutant receptor activation,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-201451,Signaling by BMP,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,64388,1
R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,8788,1
R-HSA-5654687,Downstream signaling of activated FGFR1,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-5654733,Negative regulation of FGFR4 signaling,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-917977,Transferrin endocytosis and recycling,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,7018,1
R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,1/112,31/11091,0.27025961164000845,0.5306144503802215,0.47859124853798357,7277,1
R-HSA-5607764,CLEC7A (Dectin-1) signaling,2/112,101/11091,0.2716193993572593,0.5306144503802215,0.47859124853798357,6850/84433,2
R-HSA-2871796,FCERI mediated MAPK activation,1/112,32/11091,0.2776493877246663,0.5306144503802215,0.47859124853798357,6850,1
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,1/112,32/11091,0.2776493877246663,0.5306144503802215,0.47859124853798357,7277,1
R-HSA-5626467,RHO GTPases activate IQGAPs,1/112,32/11091,0.2776493877246663,0.5306144503802215,0.47859124853798357,7277,1
R-HSA-8941326,RUNX2 regulates bone development,1/112,32/11091,0.2776493877246663,0.5306144503802215,0.47859124853798357,25937,1
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,1/112,32/11091,0.2776493877246663,0.5306144503802215,0.47859124853798357,6850,1
R-HSA-2219528,PI3K/AKT Signaling in Cancer,2/112,104/11091,0.2828670805311675,0.5306144503802215,0.47859124853798357,2308/2246,2
R-HSA-1839126,FGFR2 mutant receptor activation,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-2559585,Oncogene Induced Senescence,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,1029,1
R-HSA-2871809,FCERI mediated Ca+2 mobilization,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,6850,1
R-HSA-5357956,TNFR1-induced NF-kappa-B signaling pathway,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,7124,1
R-HSA-5654726,Negative regulation of FGFR1 signaling,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-5694530,Cargo concentration in the ER,1/112,33/11091,0.28496499208083226,0.5306144503802215,0.47859124853798357,149111,1
R-HSA-948021,Transport to the Golgi and subsequent modification,3/112,185/11091,0.2871831750451,0.5306144503802215,0.47859124853798357,7277/149111/9331,3
R-HSA-211945,Phase I - Functionalization of compounds,2/112,106/11091,0.29035863855200983,0.5306144503802215,0.47859124853798357,4128/4129,2
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",2/112,106/11091,0.29035863855200983,0.5306144503802215,0.47859124853798357,90865/2246,2
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,2/112,106/11091,0.29035863855200983,0.5306144503802215,0.47859124853798357,6572/7018,2
R-HSA-187687,Signalling to ERKs,1/112,34/11091,0.2922071625354301,0.5306144503802215,0.47859124853798357,6014,1
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,1/112,34/11091,0.2922071625354301,0.5306144503802215,0.47859124853798357,4128,1
R-HSA-5654727,Negative regulation of FGFR2 signaling,1/112,34/11091,0.2922071625354301,0.5306144503802215,0.47859124853798357,2246,1
R-HSA-8963899,Plasma lipoprotein remodeling,1/112,34/11091,0.2922071625354301,0.5306144503802215,0.47859124853798357,348,1
R-HSA-9634815,Transcriptional Regulation by NPAS4,1/112,34/11091,0.2922071625354301,0.5306144503802215,0.47859124853798357,30818,1
R-HSA-114604,GPVI-mediated activation cascade,1/112,35/11091,0.2993766296418817,0.5390086738665387,0.4861624744929961,6850,1
R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,1/112,35/11091,0.2993766296418817,0.5390086738665387,0.4861624744929961,1028,1
R-HSA-2672351,Stimuli-sensing channels,2/112,109/11091,0.3015787187065013,0.5390086738665387,0.4861624744929961,8989/80036,2
R-HSA-9843745,Adipogenesis,2/112,109/11091,0.3015787187065013,0.5390086738665387,0.4861624744929961,7124/1052,2
R-HSA-977225,Amyloid fiber formation,2/112,110/11091,0.3053128238025652,0.5390086738665387,0.4861624744929961,348/54959,2
R-HSA-390522,Striated Muscle Contraction,1/112,36/11091,0.3064741167511532,0.5390086738665387,0.4861624744929961,1756,1
R-HSA-6804757,Regulation of TP53 Degradation,1/112,36/11091,0.3064741167511532,0.5390086738665387,0.4861624744929961,1029,1
R-HSA-8956319,Nucleotide catabolism,1/112,36/11091,0.3064741167511532,0.5390086738665387,0.4861624744929961,84618,1
R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,1/112,36/11091,0.3064741167511532,0.5390086738665387,0.4861624744929961,51176,1
R-HSA-983705,Signaling by the B Cell Receptor (BCR),2/112,112/11091,0.3127702528358929,0.5400365447305073,0.4870895694859238,6850/84433,2
R-HSA-111933,Calmodulin induced events,1/112,37/11091,0.3135003400821236,0.5400365447305073,0.4870895694859238,5136,1
R-HSA-111997,CaM pathway,1/112,37/11091,0.3135003400821236,0.5400365447305073,0.4870895694859238,5136,1
R-HSA-6806003,Regulation of TP53 Expression and Degradation,1/112,37/11091,0.3135003400821236,0.5400365447305073,0.4870895694859238,1029,1
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,1/112,37/11091,0.3135003400821236,0.5400365447305073,0.4870895694859238,348,1
R-HSA-9675126,Diseases of mitotic cell cycle,1/112,37/11091,0.3135003400821236,0.5400365447305073,0.4870895694859238,1028,1
R-HSA-2559583,Cellular Senescence,3/112,195/11091,0.31482682043294563,0.5404706166476848,0.48748108355164205,4217/23043/1029,3
R-HSA-199418,Negative regulation of the PI3K/AKT network,2/112,113/11091,0.31649296684449446,0.5414828650434719,0.48839408775502,90865/2246,2
R-HSA-5655302,Signaling by FGFR1 in disease,1/112,38/11091,0.3204560087912607,0.5427251596700475,0.48951458369318923,2246,1
R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,1/112,38/11091,0.3204560087912607,0.5427251596700475,0.48951458369318923,348,1
R-HSA-9607240,FLT3 Signaling,1/112,38/11091,0.3204560087912607,0.5427251596700475,0.48951458369318923,6850,1
R-HSA-196854,Metabolism of vitamins and cofactors,3/112,198/11091,0.32314069214314795,0.5452084039600728,0.4917543624710502,348/8644/1645,3
R-HSA-111996,Ca-dependent events,1/112,39/11091,0.3273418250416341,0.5452084039600728,0.4917543624710502,5136,1
R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),1/112,39/11091,0.3273418250416341,0.5452084039600728,0.4917543624710502,57126,1
R-HSA-76009,Platelet Aggregation (Plug Formation),1/112,39/11091,0.3273418250416341,0.5452084039600728,0.4917543624710502,6850,1
R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,1/112,39/11091,0.3273418250416341,0.5452084039600728,0.4917543624710502,51176,1
R-HSA-375276,Peptide ligand-binding receptors,3/112,201/11091,0.33145695584618995,0.5474974511004551,0.4938189838323661,718/6387/7852,3
R-HSA-5654741,Signaling by FGFR3,1/112,40/11091,0.3341584840712519,0.5474974511004551,0.4938189838323661,2246,1
R-HSA-9664323,FCGR3A-mediated IL10 synthesis,1/112,40/11091,0.3341584840712519,0.5474974511004551,0.4938189838323661,6850,1
R-HSA-9725554,Differentiation of keratinocytes in interfollicular epidermis in mammalian skin,1/112,40/11091,0.3341584840712519,0.5474974511004551,0.4938189838323661,11005,1
R-HSA-9734767,Developmental Cell Lineages,1/112,40/11091,0.3341584840712519,0.5474974511004551,0.4938189838323661,11005,1
R-HSA-186712,Regulation of beta-cell development,1/112,41/11091,0.34090667426073906,0.5513699586918063,0.49731181792648005,2308,1
R-HSA-3560782,Diseases associated with glycosaminoglycan metabolism,1/112,41/11091,0.34090667426073906,0.5513699586918063,0.49731181792648005,4060,1
R-HSA-5654743,Signaling by FGFR4,1/112,41/11091,0.34090667426073906,0.5513699586918063,0.49731181792648005,2246,1
R-HSA-8875878,MET promotes cell motility,1/112,41/11091,0.34090667426073906,0.5513699586918063,0.49731181792648005,3914,1
R-HSA-202403,TCR signaling,2/112,120/11091,0.34241310760620347,0.5515340688699695,0.49745983819808903,5788/84433,2
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,1/112,42/11091,0.34758707720035853,0.5515340688699695,0.49745983819808903,51176,1
R-HSA-3928662,EPHB-mediated forward signaling,1/112,42/11091,0.34758707720035853,0.5515340688699695,0.49745983819808903,2902,1
R-HSA-419037,NCAM1 interactions,1/112,42/11091,0.34758707720035853,0.5515340688699695,0.49745983819808903,1293,1
R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,1/112,42/11091,0.34758707720035853,0.5515340688699695,0.49745983819808903,7277,1
R-HSA-9035034,RHOF GTPase cycle,1/112,42/11091,0.34758707720035853,0.5515340688699695,0.49745983819808903,10409,1
R-HSA-1489509,DAG and IP3 signaling,1/112,43/11091,0.3542003677563871,0.5567587030670709,0.5021722319177724,5136,1
R-HSA-5655253,Signaling by FGFR2 in disease,1/112,43/11091,0.3542003677563871,0.5567587030670709,0.5021722319177724,2246,1
R-HSA-9646399,Aggrephagy,1/112,43/11091,0.3542003677563871,0.5567587030670709,0.5021722319177724,7277,1
R-HSA-9758941,Gastrulation,2/112,125/11091,0.3607442464062165,0.560048915774174,0.5051398612507462,51176/7852,2
R-HSA-109704,PI3K Cascade,1/112,44/11091,0.36074721413684374,0.560048915774174,0.5051398612507462,2246,1
R-HSA-5633008,TP53 Regulates Transcription of Cell Death Genes,1/112,44/11091,0.36074721413684374,0.560048915774174,0.5051398612507462,3486,1
R-HSA-8948216,Collagen chain trimerization,1/112,44/11091,0.36074721413684374,0.560048915774174,0.5051398612507462,1293,1
R-HSA-2172127,DAP12 interactions,1/112,45/11091,0.36722827795658386,0.5666129564790235,0.5110603416186233,6850,1
R-HSA-3899300,SUMOylation of transcription cofactors,1/112,45/11091,0.36722827795658386,0.5666129564790235,0.5110603416186233,8204,1
R-HSA-9830369,Kidney development,1/112,46/11091,0.37364421430176453,0.574749357167546,0.5183990225786593,5455,1
R-HSA-1483206,Glycerophospholipid biosynthesis,2/112,129/11091,0.37527606158058113,0.5754995700458302,0.5190756820963751,43/1103,2
R-HSA-437239,Recycling pathway of L1,1/112,47/11091,0.37999567179367966,0.5782752863212729,0.521579257935479,7277,1
R-HSA-6783783,Interleukin-10 signaling,1/112,47/11091,0.37999567179367966,0.5782752863212729,0.521579257935479,7124,1
R-HSA-376176,Signaling by ROBO receptors,3/112,219/11091,0.3811961174786953,0.5782752863212729,0.521579257935479,9423/6387/7852,3
R-HSA-9006925,Intracellular signaling by second messengers,4/112,310/11091,0.3824891614221171,0.5782752863212729,0.521579257935479,2308/90865/5136/2246,4
R-HSA-112399,IRS-mediated signalling,1/112,48/11091,0.38628329265198347,0.5782752863212729,0.521579257935479,2246,1
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",1/112,48/11091,0.38628329265198347,0.5782752863212729,0.521579257935479,6850,1
R-HSA-5357905,Regulation of TNFR1 signaling,1/112,48/11091,0.38628329265198347,0.5782752863212729,0.521579257935479,7124,1
R-HSA-9707616,Heme signaling,1/112,48/11091,0.38628329265198347,0.5782752863212729,0.521579257935479,8204,1
R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,2/112,134/11091,0.39325205786771744,0.5869607866690263,0.5294132030016748,6850/84433,2
R-HSA-418594,G alpha (i) signalling events,4/112,318/11091,0.40086615924122426,0.5965552606459639,0.5380670029055361,718/6387/7852/5136,4
R-HSA-112043,PLC beta mediated events,1/112,51/11091,0.40476946290767735,0.5988207054192992,0.5401103359542072,5136,1
R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,1/112,51/11091,0.40476946290767735,0.5988207054192992,0.5401103359542072,7277,1
R-HSA-5654736,Signaling by FGFR1,1/112,52/11091,0.41080803357383144,0.6059719674124259,0.5465604644862521,2246,1
R-HSA-5683057,MAPK family signaling cascades,4/112,325/11091,0.41687555578042335,0.6131239899343653,0.5530112789823406,2902/2308/1741/2246,4
R-HSA-74751,Insulin receptor signalling cascade,1/112,54/11091,0.42270362184029553,0.6176693620827961,0.5571110077590983,2246,1
R-HSA-5621481,C-type lectin receptors (CLRs),2/112,143/11091,0.42501010197282085,0.6176693620827961,0.5571110077590983,6850/84433,2
R-HSA-109606,Intrinsic Pathway for Apoptosis,1/112,55/11091,0.4285618436717611,0.6176693620827961,0.5571110077590983,1029,1
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,1/112,55/11091,0.4285618436717611,0.6176693620827961,0.5571110077590983,7277,1
R-HSA-8941858,Regulation of RUNX3 expression and activity,1/112,55/11091,0.4285618436717611,0.6176693620827961,0.5571110077590983,1029,1
R-HSA-9013409,RHOJ GTPase cycle,1/112,55/11091,0.4285618436717611,0.6176693620827961,0.5571110077590983,2697,1
R-HSA-9824272,Somitogenesis,1/112,55/11091,0.4285618436717611,0.6176693620827961,0.5571110077590983,51176,1
R-HSA-112040,G-protein mediated events,1/112,56/11091,0.4343611435547591,0.6237909673099794,0.5626324304919977,5136,1
R-HSA-8856828,Clathrin-mediated endocytosis,2/112,146/11091,0.4354084809843908,0.6237909673099794,0.5626324304919977,6572/7018,2
R-HSA-69541,Stabilization of p53,1/112,57/11091,0.44010210883993073,0.6237909673099794,0.5626324304919977,1029,1
R-HSA-75893,TNF signaling,1/112,57/11091,0.44010210883993073,0.6237909673099794,0.5626324304919977,7124,1
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,2/112,149/11091,0.4457066579817047,0.6237909673099794,0.5626324304919977,7277/3434,2
R-HSA-453279,Mitotic G1 phase and G1/S transition,2/112,149/11091,0.4457066579817047,0.6237909673099794,0.5626324304919977,1028/1029,2
R-HSA-9018519,Estrogen-dependent gene expression,2/112,149/11091,0.4457066579817047,0.6237909673099794,0.5626324304919977,6387/8204,2
R-HSA-1660662,Glycosphingolipid metabolism,1/112,58/11091,0.4457853210757404,0.6237909673099794,0.5626324304919977,9331,1
R-HSA-917937,Iron uptake and transport,1/112,58/11091,0.4457853210757404,0.6237909673099794,0.5626324304919977,7018,1
R-HSA-193648,NRAGE signals death through JNK,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,4804,1
R-HSA-9013406,RHOQ GTPase cycle,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,2697,1
R-HSA-9664407,Parasite infection,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,6850,1
R-HSA-9664417,Leishmania phagocytosis,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,6850,1
R-HSA-9664422,FCGR3A-mediated phagocytosis,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,6850,1
R-HSA-983189,Kinesins,1/112,59/11091,0.4514113560652734,0.6237909673099794,0.5626324304919977,7277,1
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,1/112,61/11091,0.46249416912787134,0.6358120636439079,0.5734749386429304,6850,1
R-HSA-199977,ER to Golgi Anterograde Transport,2/112,154/11091,0.4626385989933802,0.6358120636439079,0.5734749386429304,7277/149111,2
R-HSA-8957322,Metabolism of steroids,2/112,155/11091,0.46598922289487876,0.637885884833593,0.5753454355200974,8644/1645,2
R-HSA-4086398,Ca2+ pathway,1/112,62/11091,0.4679520705836895,0.637885884833593,0.5753454355200974,51176,1
R-HSA-8986944,Transcriptional Regulation by MECP2,1/112,62/11091,0.4679520705836895,0.637885884833593,0.5753454355200974,2571,1
R-HSA-1226099,Signaling by FGFR in disease,1/112,63/11091,0.47335504166852305,0.6417724688929032,0.5788509659785315,2246,1
R-HSA-375165,NCAM signaling for neurite out-growth,1/112,63/11091,0.47335504166852305,0.6417724688929032,0.5788509659785315,1293,1
R-HSA-913709,O-linked glycosylation of mucins,1/112,64/11091,0.47870363029140317,0.6472793710660639,0.5838179531850446,9331,1
R-HSA-9609646,HCMV Infection,2/112,160/11091,0.48255798370382597,0.6507417313754007,0.5869408521979652,7277/1052,2
R-HSA-373755,Semaphorin interactions,1/112,65/11091,0.48399837894537656,0.6509389962821509,0.5871187765985288,5788,1
R-HSA-69563,p53-Dependent G1 DNA Damage Response,1/112,66/11091,0.4892398247605514,0.6544883825919079,0.5903201692939463,1029,1
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,1/112,66/11091,0.4892398247605514,0.6544883825919079,0.5903201692939463,1029,1
R-HSA-1169091,Activation of NF-kappaB in B cells,1/112,67/11091,0.4944284995566348,0.6559999299943613,0.5916835195721873,84433,1
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,1/112,67/11091,0.4944284995566348,0.6559999299943613,0.5916835195721873,1293,1
R-HSA-9658195,Leishmania infection,2/112,164/11091,0.49558642822635646,0.6559999299943613,0.5916835195721873,718/6850,2
R-HSA-9824443,Parasitic Infection Pathways,2/112,164/11091,0.49558642822635646,0.6559999299943613,0.5916835195721873,718/6850,2
R-HSA-204005,COPII-mediated vesicle transport,1/112,68/11091,0.4995649298949564,0.6578040830815787,0.59331078750269,149111,1
R-HSA-69615,G1/S DNA Damage Checkpoints,1/112,68/11091,0.4995649298949564,0.6578040830815787,0.59331078750269,1029,1
R-HSA-9793380,Formation of paraxial mesoderm,1/112,69/11091,0.504649637129989,0.6627644059435626,0.5977847838478089,51176,1
R-HSA-380259,Loss of Nlp from mitotic centrosomes,1/112,70/11091,0.5096831374603684,0.6657556963745214,0.6004827982367242,7277,1
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,1/112,70/11091,0.5096831374603684,0.6657556963745214,0.6004827982367242,7277,1
R-HSA-1257604,PIP3 activates AKT signaling,3/112,268/11091,0.5108980095438673,0.6657556963745214,0.6004827982367242,2308/90865/2246,3
R-HSA-500792,GPCR ligand binding,5/112,468/11091,0.5137273673262207,0.6677128314343386,0.6022480492794808,7434/718/6387/7852/7432,5
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,1/112,72/11091,0.5195985567251798,0.6736032835896018,0.6075609819548359,7277,1
R-HSA-1169408,ISG15 antiviral mechanism,1/112,73/11091,0.52448148272997,0.6747165877574806,0.6085651340870024,3434,1
R-HSA-5654738,Signaling by FGFR2,1/112,73/11091,0.52448148272997,0.6747165877574806,0.6085651340870024,2246,1
R-HSA-8854518,AURKA Activation by TPX2,1/112,73/11091,0.52448148272997,0.6747165877574806,0.6085651340870024,7277,1
R-HSA-1980143,Signaling by NOTCH1,1/112,74/11091,0.5293152160694365,0.679197841027874,0.6126070304133382,8788,1
R-HSA-8978868,Fatty acid metabolism,2/112,176/11091,0.5334142837002811,0.6801327207577504,0.6134502514316008,5730/8644,2
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,1/112,75/11091,0.534100247911156,0.6801327207577504,0.6134502514316008,7277,1
R-HSA-9833482,PKR-mediated signaling,1/112,75/11091,0.534100247911156,0.6801327207577504,0.6134502514316008,7277,1
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",1/112,76/11091,0.5388370645627492,0.6834841305058126,0.6164730778445228,4804,1
R-HSA-5673001,RAF/MAP kinase cascade,3/112,280/11091,0.5405594933653646,0.6834841305058126,0.6164730778445228,2902/1741/2246,3
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,1/112,77/11091,0.5435261475195329,0.6834841305058126,0.6164730778445228,1029,1
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,1/112,77/11091,0.5435261475195329,0.6834841305058126,0.6164730778445228,7277,1
R-HSA-909733,Interferon alpha/beta signaling,1/112,77/11091,0.5435261475195329,0.6834841305058126,0.6164730778445228,3434,1
R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,1/112,78/11091,0.5481679735117075,0.6876022211381269,0.6201874172031656,2246,1
R-HSA-6806834,Signaling by MET,1/112,79/11091,0.5527630145510873,0.6876064175429257,0.62019120217851,3914,1
R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,1/112,79/11091,0.5527630145510873,0.6876064175429257,0.62019120217851,6850,1
R-HSA-9664433,Leishmania parasite growth and survival,1/112,79/11091,0.5527630145510873,0.6876064175429257,0.62019120217851,6850,1
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,2/112,183/11091,0.554581456255888,0.6876064175429257,0.62019120217851,8204/1029,2
