gene	STRING_id
TMEM198	9606.ENSP00000343507
SPRED3	9606.ENSP00000345405
CLDN4	9606.ENSP00000409544
BTBD8	9606.ENSP00000343686
PAX5	9606.ENSP00000350844
MYT1	9606.ENSP00000327465
AKR1C3	9606.ENSP00000369927
GRM7	9606.ENSP00000350348
NLGN3	9606.ENSP00000351591
CPNE4	9606.ENSP00000478878
ELAVL3	9606.ENSP00000352162
NBPF4	9606.ENSP00000389237
ESRRG	9606.ENSP00000355904
SULF2	9606.ENSP00000353007
LAMB3	9606.ENSP00000375778
OGDHL	9606.ENSP00000363216
SIPA1L1	9606.ENSP00000450832
LHFPL5	9606.ENSP00000353346
ZNF823	9606.ENSP00000340683
S100A6	9606.ENSP00000357709
RPS6KL1	9606.ENSP00000346644
HOXC4	9606.ENSP00000399808
NTRK1	9606.ENSP00000431418
RD3	9606.ENSP00000355969
ARC	9606.ENSP00000349022
SMOC1	9606.ENSP00000355110
SCAMP5	9606.ENSP00000355387
BRINP2	9606.ENSP00000354481
SFMBT2	9606.ENSP00000380353
L1CAM	9606.ENSP00000359077
GPRASP1	9606.ENSP00000445683
TGM2	9606.ENSP00000355330
RORB	9606.ENSP00000366093
STUM	9606.ENSP00000355752
GPRIN2	9606.ENSP00000363436
VWA7	9606.ENSP00000364840
ASPDH	9606.ENSP00000373860
INSYN2B	9606.ENSP00000366582
LRRC10B	9606.ENSP00000367315
ADGRG1	9606.ENSP00000455215
CFI	9606.ENSP00000378130
SAMD9	9606.ENSP00000369292
RGL3	9606.ENSP00000377075
DENND1C	9606.ENSP00000370889
GPX3	9606.ENSP00000373477
SLC48A1	9606.ENSP00000415998
SYT3	9606.ENSP00000340914
LBH	9606.ENSP00000378733
PPME1	9606.ENSP00000381461
ACSM4	9606.ENSP00000382349
SCRT2	9606.ENSP00000246104
PPP1R3G	9606.ENSP00000393832
SLC12A8	9606.ENSP00000377112
APOL6	9606.ENSP00000386280
TWIST2	9606.ENSP00000482581
HLA-B	9606.ENSP00000399168
PNMA2	9606.ENSP00000429344
PTCHD4	9606.ENSP00000341914
SMIM18	9606.ENSP00000428858
LINC01619	9606.ENSP00000477724
XKR7	9606.ENSP00000477059
TPBGL	9606.ENSP00000474988
SCRT1	9606.ENSP00000455711
TXNIP	9606.ENSP00000462521
RASSF5	9606.ENSP00000462099
ANKRD34A	9606.ENSP00000475189
NEFL	9606.ENSP00000482169
FAM27B	9606.ENSP00000366765
FAM27B	9606.ENSP00000365585
ENSG00000280273	9606.ENSP00000485671
SOD2	9606.ENSP00000446252
